;0;1;5
98260;2022-04-08 ; 10:26:50 ;" ""Пришла координата: $GPRMC,072650.000,A,6006.64374,N,03014.56305,E,13.2,334.5,080422,,,A*54"""
98354;2022-04-08 ; 10:27:15 ;" ""Пришла координата: $GPRMC,072715.000,A,6006.77465,N,03014.44922,E,14.9,335.5,080422,,,A*50"""
98451;2022-04-08 ; 10:27:40 ;" ""Пришла координата: $GPRMC,072740.000,A,6006.79075,N,03014.43429,E,4.4,340.3,080422,,,A*62"""
98556;2022-04-08 ; 10:28:05 ;" ""Пришла координата: $GPRMC,072805.000,A,6006.80694,N,03014.42003,E,0.0,0.0,080422,,,A*6A"""
98651;2022-04-08 ; 10:28:30 ;" ""Пришла координата: $GPRMC,072830.000,A,6006.81268,N,03014.41470,E,6.4,328.1,080422,,,A*63"""
98749;2022-04-08 ; 10:28:55 ;" ""Пришла координата: $GPRMC,072855.000,A,6006.81286,N,03014.31600,E,2.4,270.5,080422,,,A*6E"""
98850;2022-04-08 ; 10:29:20 ;" ""Пришла координата: $GPRMC,072920.000,A,6006.81966,N,03014.08111,E,26.2,273.1,080422,,,A*52"""
98958;2022-04-08 ; 10:29:45 ;" ""Пришла координата: $GPRMC,072945.000,A,6006.82923,N,03013.68345,E,30.3,274.0,080422,,,A*51"""
99051;2022-04-08 ; 10:30:10 ;" ""Пришла координата: $GPRMC,073010.000,A,6006.86992,N,03013.29041,E,28.7,288.7,080422,,,A*5C"""
99147;2022-04-08 ; 10:30:35 ;" ""Пришла координата: $GPRMC,073035.000,A,6006.93703,N,03012.91172,E,28.3,287.7,080422,,,A*51"""
99251;2022-04-08 ; 10:31:00 ;" ""Пришла координата: $GPRMC,073100.000,A,6007.00150,N,03012.54651,E,30.8,286.2,080422,,,A*54"""
99349;2022-04-08 ; 10:31:25 ;" ""Пришла координата: $GPRMC,073125.000,A,6007.02243,N,03012.10504,E,31.4,274.9,080422,,,A*58"""
99452;2022-04-08 ; 10:31:50 ;" ""Пришла координата: $GPRMC,073150.000,A,6007.03264,N,03011.70948,E,18.1,273.6,080422,,,A*59"""
99553;2022-04-08 ; 10:32:15 ;" ""Пришла координата: $GPRMC,073215.000,A,6007.03528,N,03011.65946,E,2.9,262.9,080422,,,A*62"""
99660;2022-04-08 ; 10:32:40 ;" ""Пришла координата: $GPRMC,073240.000,A,6007.04011,N,03011.42891,E,14.7,272.9,080422,,,A*5C"""
99765;2022-04-08 ; 10:33:05 ;" ""Пришла координата: $GPRMC,073305.000,A,6007.04631,N,03011.32631,E,6.7,320.8,080422,,,A*6F"""
99864;2022-04-08 ; 10:33:30 ;" ""Пришла координата: $GPRMC,073330.000,A,6007.07318,N,03011.33146,E,0.1,0.0,080422,,,A*6B"""
99974;2022-04-08 ; 10:33:55 ;" ""Пришла координата: $GPRMC,073355.000,A,6007.07318,N,03011.33146,E,0.1,0.0,080422,,,A*68"""
100073;2022-04-08 ; 10:34:20 ;" ""Пришла координата: $GPRMC,073420.000,A,6007.07330,N,03011.33203,E,0.0,0.0,080422,,,A*64"""
100172;2022-04-08 ; 10:34:45 ;" ""Пришла координата: $GPRMC,073445.000,A,6007.13207,N,03011.32912,E,15.6,1.9,080422,,,A*57"""
100271;2022-04-08 ; 10:35:10 ;" ""Пришла координата: $GPRMC,073510.000,A,6007.23128,N,03011.33517,E,5.4,27.1,080422,,,A*5C"""
100383;2022-04-08 ; 10:35:35 ;" ""Пришла координата: $GPRMC,073535.000,A,6007.23764,N,03011.33598,E,0.1,0.0,080422,,,A*66"""
100484;2022-04-08 ; 10:36:00 ;" ""Пришла координата: $GPRMC,073600.000,A,6007.23772,N,03011.33487,E,0.1,0.0,080422,,,A*6B"""
100581;2022-04-08 ; 10:36:25 ;" ""Пришла координата: $GPRMC,073625.000,A,6007.25189,N,03011.32970,E,8.9,352.1,080422,,,A*69"""
100686;2022-04-08 ; 10:36:50 ;" ""Пришла координата: $GPRMC,073650.000,A,6007.27210,N,03011.33095,E,0.7,24.4,080422,,,A*58"""
100784;2022-04-08 ; 10:37:15 ;" ""Пришла координата: $GPRMC,073715.000,A,6007.27210,N,03011.33095,E,0.1,0.0,080422,,,A*6C"""
100879;2022-04-08 ; 10:37:40 ;" ""Пришла координата: $GPRMC,073740.000,A,6007.27578,N,03011.34541,E,0.4,71.9,080422,,,A*54"""
100987;2022-04-08 ; 10:38:05 ;" ""Пришла координата: $GPRMC,073805.000,A,6007.28084,N,03011.36777,E,3.6,298.7,080422,,,A*6C"""
101081;2022-04-08 ; 10:38:30 ;" ""Пришла координата: $GPRMC,073830.000,A,6007.27294,N,03011.34116,E,2.6,268.5,080422,,,A*69"""
101182;2022-04-08 ; 10:38:55 ;" ""Пришла координата: $GPRMC,073855.000,A,6007.26857,N,03011.32947,E,0.0,0.0,080422,,,A*69"""
101293;2022-04-08 ; 10:39:20 ;" ""Пришла координата: $GPRMC,073920.000,A,6007.26449,N,03011.32558,E,0.3,81.1,080422,,,A*50"""
101402;2022-04-08 ; 10:39:45 ;" ""Пришла координата: $GPRMC,073945.000,A,6007.26449,N,03011.32558,E,0.2,0.0,080422,,,A*6A"""
101497;2022-04-08 ; 10:40:10 ;" ""Пришла координата: $GPRMC,074010.000,A,6007.26442,N,03011.32558,E,0.0,0.0,080422,,,A*6D"""
101597;2022-04-08 ; 10:40:35 ;" ""Пришла координата: $GPRMC,074035.000,A,6007.23989,N,03011.32409,E,3.6,183.2,080422,,,A*6D"""
101693;2022-04-08 ; 10:41:00 ;" ""Пришла координата: $GPRMC,074100.000,A,6007.23490,N,03011.32330,E,0.2,0.0,080422,,,A*6D"""
101793;2022-04-08 ; 10:41:25 ;" ""Пришла координата: $GPRMC,074125.000,A,6007.23487,N,03011.32494,E,0.3,195.0,080422,,,A*69"""
101893;2022-04-08 ; 10:41:50 ;" ""Пришла координата: $GPRMC,074150.000,A,6007.23487,N,03011.32494,E,0.2,2.1,080422,,,A*64"""
101988;2022-04-08 ; 10:42:15 ;" ""Пришла координата: $GPRMC,074215.000,A,6007.23497,N,03011.32512,E,0.5,152.8,080422,,,A*62"""
102088;2022-04-08 ; 10:42:40 ;" ""Пришла координата: $GPRMC,074240.000,A,6007.23497,N,03011.32512,E,0.4,322.7,080422,,,A*69"""
102189;2022-04-08 ; 10:43:05 ;" ""Пришла координата: $GPRMC,074305.000,A,6007.23459,N,03011.32481,E,0.3,30.5,080422,,,A*55"""
102279;2022-04-08 ; 10:43:30 ;" ""Пришла координата: $GPRMC,074330.000,A,6007.23428,N,03011.32485,E,0.1,0.0,080422,,,A*65"""
102382;2022-04-08 ; 10:43:55 ;" ""Пришла координата: $GPRMC,074355.000,A,6007.23428,N,03011.32485,E,0.2,0.0,080422,,,A*65"""
102476;2022-04-08 ; 10:44:20 ;" ""Пришла координата: $GPRMC,074420.000,A,6007.23426,N,03011.32516,E,0.2,0.0,080422,,,A*65"""
102579;2022-04-08 ; 10:44:45 ;" ""Пришла координата: $GPRMC,074445.000,A,6007.20671,N,03011.32346,E,0.1,0.0,080422,,,A*65"""
102671;2022-04-08 ; 10:45:10 ;" ""Пришла координата: $GPRMC,074510.000,A,6007.18586,N,03011.32181,E,4.9,180.9,080422,,,A*61"""
102772;2022-04-08 ; 10:45:35 ;" ""Пришла координата: $GPRMC,074535.000,A,6007.14349,N,03011.31675,E,7.9,183.9,080422,,,A*60"""
102870;2022-04-08 ; 10:46:00 ;" ""Пришла координата: $GPRMC,074600.000,A,6007.07388,N,03011.32211,E,0.9,216.5,080422,,,A*6B"""
102959;2022-04-08 ; 10:46:25 ;" ""Пришла координата: $GPRMC,074625.000,A,6007.04291,N,03011.30717,E,3.7,271.6,080422,,,A*68"""
103082;2022-04-08 ; 10:46:50 ;" ""Пришла координата: $GPRMC,074650.000,A,6007.04735,N,03011.26460,E,1.0,270.2,080422,,,A*65"""
103174;2022-04-08 ; 10:47:15 ;" ""Пришла координата: $GPRMC,074715.000,A,6007.06243,N,03011.02499,E,22.5,283.5,080422,,,A*5C"""
103270;2022-04-08 ; 10:47:40 ;" ""Пришла координата: $GPRMC,074740.000,A,6007.11953,N,03010.70843,E,23.4,292.1,080422,,,A*5B"""
103384;2022-04-08 ; 10:48:05 ;" ""Пришла координата: $GPRMC,074805.000,A,6007.13646,N,03010.64175,E,0.1,0.0,080422,,,A*69"""
103491;2022-04-08 ; 10:48:30 ;" ""Пришла координата: $GPRMC,074830.000,A,6007.16306,N,03010.50669,E,27.4,291.1,080422,,,A*5D"""
103598;2022-04-08 ; 10:48:55 ;" ""Пришла координата: $GPRMC,074855.000,A,6007.22566,N,03010.18787,E,18.0,291.9,080422,,,A*54"""
103696;2022-04-08 ; 10:49:20 ;" ""Пришла координата: $GPRMC,074920.000,A,6007.25269,N,03010.07425,E,8.6,303.2,080422,,,A*6B"""
103810;2022-04-08 ; 10:49:45 ;" ""Пришла координата: $GPRMC,074945.000,A,6007.25737,N,03010.02550,E,16.2,291.1,080422,,,A*52"""
103907;2022-04-08 ; 10:50:10 ;" ""Пришла координата: $GPRMC,075010.000,A,6007.36317,N,03009.76873,E,21.5,322.9,080422,,,A*5B"""
104002;2022-04-08 ; 10:50:35 ;" ""Пришла координата: $GPRMC,075035.000,A,6007.42885,N,03009.67161,E,10.9,320.5,080422,,,A*55"""
104104;2022-04-08 ; 10:51:00 ;" ""Пришла координата: $GPRMC,075100.000,A,6007.43304,N,03009.58460,E,0.6,235.1,080422,,,A*66"""
104214;2022-04-08 ; 10:51:25 ;" ""Пришла координата: $GPRMC,075125.000,A,6007.42812,N,03009.57221,E,11.1,238.3,080422,,,A*58"""
104326;2022-04-08 ; 10:51:50 ;" ""Пришла координата: $GPRMC,075150.000,A,6007.32495,N,03009.30821,E,15.4,233.0,080422,,,A*5C"""
104422;2022-04-08 ; 10:52:15 ;" ""Пришла координата: $GPRMC,075215.000,A,6007.30082,N,03009.24531,E,3.1,234.4,080422,,,A*66"""
104514;2022-04-08 ; 10:52:40 ;" ""Пришла координата: $GPRMC,075240.000,A,6007.25963,N,03009.13221,E,27.9,233.0,080422,,,A*5B"""
104620;2022-04-08 ; 10:53:05 ;" ""Пришла координата: $GPRMC,075305.000,A,6007.15346,N,03008.86573,E,14.0,236.2,080422,,,A*56"""
104717;2022-04-08 ; 10:53:30 ;" ""Пришла координата: $GPRMC,075330.000,A,6007.14093,N,03008.83326,E,0.1,0.0,080422,,,A*68"""
104820;2022-04-08 ; 10:53:55 ;" ""Пришла координата: $GPRMC,075355.000,A,6007.14093,N,03008.83326,E,0.1,0.0,080422,,,A*6B"""
104919;2022-04-08 ; 10:54:20 ;" ""Пришла координата: $GPRMC,075420.000,A,6007.14052,N,03008.83153,E,0.1,0.0,080422,,,A*63"""
105022;2022-04-08 ; 10:54:45 ;" ""Пришла координата: $GPRMC,075445.000,A,6007.11311,N,03008.85163,E,0.1,0.0,080422,,,A*64"""
105146;2022-04-08 ; 10:55:10 ;" ""Пришла координата: $GPRMC,075510.000,A,6007.11311,N,03008.85163,E,0.1,0.0,080422,,,A*65"""
105246;2022-04-08 ; 10:55:35 ;" ""Пришла координата: $GPRMC,075535.000,A,6007.11307,N,03008.85150,E,0.0,0.0,080422,,,A*64"""
105344;2022-04-08 ; 10:56:00 ;" ""Пришла координата: $GPRMC,075600.000,A,6007.11307,N,03008.85150,E,0.0,0.0,080422,,,A*61"""
105447;2022-04-08 ; 10:56:25 ;" ""Пришла координата: $GPRMC,075625.000,A,6007.11343,N,03008.85138,E,0.0,0.0,080422,,,A*68"""
105545;2022-04-08 ; 10:56:50 ;" ""Пришла координата: $GPRMC,075650.000,A,6007.11387,N,03008.85133,E,0.0,0.0,080422,,,A*69"""
105648;2022-04-08 ; 10:57:15 ;" ""Пришла координата: $GPRMC,075715.000,A,6007.11387,N,03008.85133,E,0.0,0.0,080422,,,A*69"""
105744;2022-04-08 ; 10:57:40 ;" ""Пришла координата: $GPRMC,075740.000,A,6007.11352,N,03008.85150,E,0.0,0.0,080422,,,A*64"""
105848;2022-04-08 ; 10:58:05 ;" ""Пришла координата: $GPRMC,075805.000,A,6007.11386,N,03008.85178,E,0.0,0.0,080422,,,A*69"""
105944;2022-04-08 ; 10:58:30 ;" ""Пришла координата: $GPRMC,075830.000,A,6007.11386,N,03008.85178,E,0.0,0.0,080422,,,A*6F"""
106045;2022-04-08 ; 10:58:56 ;" ""Пришла координата: $GPRMC,075855.000,A,6007.11355,N,03008.85224,E,0.0,0.0,080422,,,A*68"""
106143;2022-04-08 ; 10:59:20 ;" ""Пришла координата: $GPRMC,075920.000,A,6007.11355,N,03008.85224,E,0.1,0.0,080422,,,A*6A"""
106249;2022-04-08 ; 10:59:45 ;" ""Пришла координата: $GPRMC,075945.000,A,6007.11383,N,03008.85257,E,0.0,0.0,080422,,,A*67"""
106347;2022-04-08 ; 11:00:10 ;" ""Пришла координата: $GPRMC,080010.000,A,6007.11371,N,03008.85241,E,0.0,0.0,080422,,,A*6E"""
106441;2022-04-08 ; 11:00:35 ;" ""Пришла координата: $GPRMC,080035.000,A,6007.11371,N,03008.85241,E,0.0,0.0,080422,,,A*69"""
106538;2022-04-08 ; 11:01:00 ;" ""Пришла координата: $GPRMC,080100.000,A,6007.11398,N,03008.85239,E,0.1,0.0,080422,,,A*67"""
106642;2022-04-08 ; 11:01:25 ;" ""Пришла координата: $GPRMC,080125.000,A,6007.11404,N,03008.85210,E,0.0,0.0,080422,,,A*68"""
106749;2022-04-08 ; 11:01:50 ;" ""Пришла координата: $GPRMC,080150.000,A,6007.11404,N,03008.85210,E,1.4,104.4,080422,,,A*6E"""
106843;2022-04-08 ; 11:02:15 ;" ""Пришла координата: $GPRMC,080215.000,A,6007.12379,N,03008.88867,E,0.1,0.0,080422,,,A*60"""
106934;2022-04-08 ; 11:02:40 ;" ""Пришла координата: $GPRMC,080240.000,A,6007.12379,N,03008.88867,E,0.1,0.0,080422,,,A*60"""
107040;2022-04-08 ; 11:03:05 ;" ""Пришла координата: $GPRMC,080305.000,A,6007.12395,N,03008.88831,E,0.1,0.0,080422,,,A*61"""
107138;2022-04-08 ; 11:03:30 ;" ""Пришла координата: $GPRMC,080330.000,A,6007.16053,N,03008.91492,E,17.2,23.5,080422,,,A*66"""
107236;2022-04-08 ; 11:03:55 ;" ""Пришла координата: $GPRMC,080355.000,A,6007.24076,N,03009.10033,E,19.4,53.9,080422,,,A*67"""
107335;2022-04-08 ; 11:04:20 ;" ""Пришла координата: $GPRMC,080420.000,A,6007.30921,N,03009.27911,E,4.2,49.8,080422,,,A*51"""
107440;2022-04-08 ; 11:04:45 ;" ""Пришла координата: $GPRMC,080445.000,A,6007.32861,N,03009.33700,E,0.0,0.0,080422,,,A*6D"""
107552;2022-04-08 ; 11:05:10 ;" ""Пришла координата: $GPRMC,080510.000,A,6007.35947,N,03009.40999,E,19.8,51.7,080422,,,A*67"""
107648;2022-04-08 ; 11:05:35 ;" ""Пришла координата: $GPRMC,080535.000,A,6007.43286,N,03009.59849,E,1.6,49.8,080422,,,A*52"""
107748;2022-04-08 ; 11:06:00 ;" ""Пришла координата: $GPRMC,080600.000,A,6007.44522,N,03009.63214,E,6.3,68.4,080422,,,A*5F"""
107846;2022-04-08 ; 11:06:25 ;" ""Пришла координата: $GPRMC,080625.000,A,6007.43885,N,03009.64992,E,0.4,147.1,080422,,,A*65"""
107946;2022-04-08 ; 11:06:50 ;" ""Пришла координата: $GPRMC,080650.000,A,6007.41925,N,03009.67379,E,0.1,0.0,080422,,,A*64"""
108069;2022-04-08 ; 11:07:15 ;" ""Пришла координата: $GPRMC,080715.000,A,6007.36479,N,03009.76295,E,20.4,142.1,080422,,,A*52"""
108172;2022-04-08 ; 11:07:40 ;" ""Пришла координата: $GPRMC,080740.000,A,6007.25824,N,03010.00676,E,26.1,112.6,080422,,,A*55"""
108276;2022-04-08 ; 11:08:05 ;" ""Пришла координата: $GPRMC,080805.000,A,6007.22636,N,03010.15998,E,0.2,0.0,080422,,,A*69"""
108370;2022-04-08 ; 11:08:30 ;" ""Пришла координата: $GPRMC,080830.000,A,6007.22495,N,03010.17797,E,12.8,107.0,080422,,,A*58"""
108474;2022-04-08 ; 11:08:55 ;" ""Пришла координата: $GPRMC,080855.000,A,6007.16774,N,03010.46586,E,23.9,114.4,080422,,,A*53"""
108575;2022-04-08 ; 11:09:20 ;" ""Пришла координата: $GPRMC,080920.000,A,6007.13355,N,03010.62441,E,0.0,0.0,080422,,,A*66"""
108719;2022-04-08 ; 11:09:45 ;" ""Пришла координата: $GPRMC,080945.000,A,6007.13355,N,03010.62441,E,0.0,0.0,080422,,,A*65"""
108826;2022-04-08 ; 11:10:10 ;" ""Пришла координата: $GPRMC,081010.000,A,6007.11069,N,03010.75162,E,22.7,112.8,080422,,,A*5C"""
108923;2022-04-08 ; 11:10:35 ;" ""Пришла координата: $GPRMC,081035.000,A,6007.05733,N,03011.05218,E,24.4,105.3,080422,,,A*56"""
109016;2022-04-08 ; 11:11:00 ;" ""Пришла координата: $GPRMC,081100.000,A,6007.04007,N,03011.21680,E,1.3,95.0,080422,,,A*58"""
109174;2022-04-08 ; 11:11:25 ;" ""Пришла координата: $GPRMC,081125.000,A,6007.03984,N,03011.21782,E,0.1,0.0,080422,,,A*66"""
109349;2022-04-08 ; 11:11:50 ;" ""Пришла координата: $GPRMC,081150.000,A,6007.04232,N,03011.23505,E,7.4,89.5,080422,,,A*5C"""
109479;2022-04-08 ; 11:12:15 ;" ""Пришла координата: $GPRMC,081215.000,A,6007.03772,N,03011.38099,E,4.9,91.2,080422,,,A*52"""
109596;2022-04-08 ; 11:12:40 ;" ""Пришла координата: $GPRMC,081240.000,A,6007.03122,N,03011.67427,E,21.8,94.2,080422,,,A*69"""
109699;2022-04-08 ; 11:13:05 ;" ""Пришла координата: $GPRMC,081305.000,A,6007.02228,N,03012.05161,E,32.4,93.4,080422,,,A*6E"""
109797;2022-04-08 ; 11:13:30 ;" ""Пришла координата: $GPRMC,081330.000,A,6007.00994,N,03012.45927,E,26.7,98.5,080422,,,A*64"""
109903;2022-04-08 ; 11:13:55 ;" ""Пришла координата: $GPRMC,081355.000,A,6006.96046,N,03012.76812,E,21.4,109.5,080422,,,A*55"""
109998;2022-04-08 ; 11:14:20 ;" ""Пришла координата: $GPRMC,081420.000,A,6006.93943,N,03012.88187,E,0.4,319.4,080422,,,A*6C"""
110104;2022-04-08 ; 11:14:45 ;" ""Пришла координата: $GPRMC,081445.000,A,6006.93783,N,03012.89627,E,8.3,94.7,080422,,,A*5B"""
110196;2022-04-08 ; 11:15:10 ;" ""Пришла координата: $GPRMC,081510.000,A,6006.88900,N,03013.18066,E,28.9,111.3,080422,,,A*5F"""
110292;2022-04-08 ; 11:15:35 ;" ""Пришла координата: $GPRMC,081535.000,A,6006.83343,N,03013.58480,E,29.3,101.6,080422,,,A*59"""
110396;2022-04-08 ; 11:16:00 ;" ""Пришла координата: $GPRMC,081600.000,A,6006.82134,N,03013.98193,E,28.1,94.2,080422,,,A*6E"""
110487;2022-04-08 ; 11:16:25 ;" ""Пришла координата: $GPRMC,081625.000,A,6006.81203,N,03014.27947,E,0.4,336.5,080422,,,A*6C"""
110587;2022-04-08 ; 11:16:50 ;" ""Пришла координата: $GPRMC,081650.000,A,6006.81108,N,03014.31075,E,12.5,93.9,080422,,,A*6B"""
110685;2022-04-08 ; 11:17:15 ;" ""Пришла координата: $GPRMC,081715.000,A,6006.74673,N,03014.45533,E,24.8,155.7,080422,,,A*53"""
110786;2022-04-08 ; 11:17:40 ;" ""Пришла координата: $GPRMC,081740.000,A,6006.57530,N,03014.61500,E,20.4,154.3,080422,,,A*5D"""
110888;2022-04-08 ; 11:18:05 ;" ""Пришла координата: $GPRMC,081805.000,A,6006.54643,N,03014.63900,E,0.0,0.0,080422,,,A*6C"""
110984;2022-04-08 ; 11:18:30 ;" ""Пришла координата: $GPRMC,081830.000,A,6006.44120,N,03014.73478,E,23.5,154.6,080422,,,A*58"""
111086;2022-04-08 ; 11:18:55 ;" ""Пришла координата: $GPRMC,081855.000,A,6006.28613,N,03014.86655,E,22.2,157.7,080422,,,A*55"""
111183;2022-04-08 ; 11:19:20 ;" ""Пришла координата: $GPRMC,081920.000,A,6006.12611,N,03014.99148,E,26.8,158.4,080422,,,A*5A"""
111286;2022-04-08 ; 11:19:45 ;" ""Пришла координата: $GPRMC,081945.000,A,6005.92325,N,03015.14398,E,33.7,159.3,080422,,,A*56"""
111380;2022-04-08 ; 11:20:10 ;" ""Пришла координата: $GPRMC,082010.000,A,6005.70013,N,03015.31279,E,32.9,160.0,080422,,,A*59"""
111467;2022-04-08 ; 11:20:35 ;" ""Пришла координата: $GPRMC,082035.000,A,6005.53907,N,03015.43012,E,9.4,169.4,080422,,,A*61"""
111551;2022-04-08 ; 11:21:00 ;" ""Пришла координата: $GPRMC,082100.000,A,6005.52695,N,03015.44061,E,9.1,149.8,080422,,,A*6B"""
111649;2022-04-08 ; 11:21:25 ;" ""Пришла координата: $GPRMC,082125.000,A,6005.38016,N,03015.54997,E,30.3,159.8,080422,,,A*55"""
111756;2022-04-08 ; 11:21:50 ;" ""Пришла координата: $GPRMC,082150.000,A,6005.27707,N,03015.62717,E,5.5,157.6,080422,,,A*6D"""
111851;2022-04-08 ; 11:22:15 ;" ""Пришла координата: $GPRMC,082215.000,A,6005.16696,N,03015.70976,E,27.1,159.6,080422,,,A*54"""
111946;2022-04-08 ; 11:22:40 ;" ""Пришла координата: $GPRMC,082240.000,A,6004.99104,N,03015.82206,E,19.3,169.6,080422,,,A*53"""
112050;2022-04-08 ; 11:23:05 ;" ""Пришла координата: $GPRMC,082305.000,A,6004.81460,N,03015.84458,E,28.6,150.3,080422,,,A*5E"""
112144;2022-04-08 ; 11:23:30 ;" ""Пришла координата: $GPRMC,082330.000,A,6004.74282,N,03015.97040,E,0.6,122.5,080422,,,A*6E"""
112247;2022-04-08 ; 11:23:55 ;" ""Пришла координата: $GPRMC,082355.000,A,6004.74282,N,03015.97040,E,0.0,0.0,080422,,,A*6F"""
112350;2022-04-08 ; 11:24:20 ;" ""Пришла координата: $GPRMC,082420.000,A,6004.69478,N,03016.09744,E,23.6,126.9,080422,,,A*59"""
112456;2022-04-08 ; 11:24:45 ;" ""Пришла координата: $GPRMC,082445.000,A,6004.59225,N,03016.36862,E,21.9,127.1,080422,,,A*54"""
112563;2022-04-08 ; 11:25:10 ;" ""Пришла координата: $GPRMC,082510.000,A,6004.53625,N,03016.51252,E,8.6,127.9,080422,,,A*6F"""
112661;2022-04-08 ; 11:25:35 ;" ""Пришла координата: $GPRMC,082535.000,A,6004.52727,N,03016.54016,E,12.6,121.5,080422,,,A*5C"""
112762;2022-04-08 ; 11:26:00 ;" ""Пришла координата: $GPRMC,082600.000,A,6004.42864,N,03016.80570,E,28.3,129.2,080422,,,A*5F"""
